depth (m),age (BP),temperature (degC),Bag (missing),dD (permil)
1958,172975.64,-8.46,3561,-438.1
1958.55,173097.28,-7.4,3562,-431.7
1959.1,173210.29,-8.14,3563,-436.2
1959.65,173328.58,-7.61,3564,-433
1960.2,173443.04,-8.17,3565,-436.45
1960.75,173564.64,-8.18,3566,-436.5
1961.3,173685.23,-8.7,3567,-439.7
1961.85,173811.07,-8.32,3568,-437.4
1962.4,173933.42,-8.07,3569,-435.9
1962.95,174052.7,-7.99,3570,-435.4
1963.5,174171.28,-8.12,3571,-436.2
1964.05,174291.02,-7.81,3572,-434.35
1964.6,174410.3,-8.38,3573,-437.81
1965.15,174528.41,-7.56,3574,-432.8
1965.7,174642.74,-7.98,3575,-435.4
1966.25,174760.52,-7.37,3576,-431.7
1966.8,174873.75,-7.87,3577,-434.7
1967.35,174990.85,-8.41,3578,-438
1967.9,175113.36,-7.46,3579,-432.2
1968.45,175227.74,-7.62,3580,-433.2
1969,175342.69,-7.95,3581,-435.2
1969.55,175461.49,-8.15,3582,-436.43
1970.1,175582.48,-8.89,3583,-440.9
1970.65,175712.01,-8.87,3584,-440.8
1971.2,175841.95,-9.23,3585,-443
1971.75,175975.71,-8.6,3586,-439.2
1972.3,176103,-8.53,3587,-438.8
1972.85,176229.25,-8.68,3588,-439.7
1973.4,176357.3,-8.87,3589,-440.9
1973.95,176487.41,-8.28,3590,-437.3
1974.5,176610.21,-8.28,3591,-437.3
1975.05,176727.95,-8.11,3592,-436.3
1975.6,176848.35,-6.94,3593,-429.2
1976.15,176958,-6.79,3594,-428.3
1976.7,177064.61,-5.61,3595,-421.1
1977.25,177165.03,-6.33,3596,-425.5
1977.8,177268.14,-6.84,3597,-428.6
1978.35,177375.16,-6.76,3598,-428.09
1978.9,177478.13,-6.61,3599,-427.2
1979.45,177584.24,-7.93,3600,-435.2
1980,177700.73,-5.84,3601,-422.5
1980.55,177801.12,-5.71,3602,-421.7
1981.1,177898.52,-5.4,3603,-419.8
1981.65,177993.81,-5.99,3604,-423.37
1982.2,178095.48,-5.85,3605,-422.5
1982.75,178194.86,-6.32,3606,-425.4
1983.3,178298.39,-6.54,3607,-426.7
1983.85,178404.2,-6.69,3608,-427.6
1984.4,178510.56,-5.93,3609,-423
1984.95,178612.71,-7,3610,-429.5
1985.5,178722.15,-6.92,3611,-429
1986.05,178832.31,-7.05,3612,-429.8
1986.6,178943.87,-7.46,3613,-432.3
1987.15,179060.36,-8.03,3614,-435.8
1987.7,179182.42,-8.68,3615,-439.73
1988.25,179307.78,-8.16,3616,-436.6
1988.8,179432.47,-8.83,3617,-440.7
1989.35,179562.13,-8.58,3618,-439.2
1989.9,179694.34,-8.2,3619,-436.9
1990.45,179818.61,-7.13,3620,-430.4
1991,179933.56,-8.95,3621,-441.47
1991.55,180062.66,-8.39,3622,-438.1
1992.1,180190.69,-7.47,3623,-432.5
1992.65,180309,-8.26,3624,-437.3
1993.2,180434.81,-8.6,3625,-439.4
1993.75,180565.71,-8.68,3626,-439.9
1994.3,180697.67,-9.02,3627,-441.94
1994.85,180829.29,-8.1,3628,-436.38
1995.4,180956.06,-8.49,3629,-438.8
1995.95,181085.85,-8.29,3630,-437.6
1996.5,181214.64,-9,3631,-441.9
1997.05,181350.54,-8.79,3632,-440.6
1997.6,181484.37,-8.32,3633,-437.8
1998.15,181602.64,-9.08,3634,-442.4
1998.7,181729.28,-9.06,3635,-442.3
1999.25,181868.11,-8.55,3636,-439.2
1999.8,182000.8,-9.24,3637,-443.4
2000.35,182132.54,-8.89,3638,-441.3
2000.9,182269.3,-8.02,3639,-436
2001.45,182407.78,-8.51,3640,-439
2002,182533.53,-8.41,3641,-438.4
2002.55,182662.72,-8.84,3642,-441
2003.1,182798.21,-8.74,3643,-440.4
2003.65,182929.21,-8.84,3644,-441
2004.2,183062.43,-8.77,3645,-440.6
2004.75,183195.26,-9.23,3646,-443.4
2005.3,183331.57,-8.32,3647,-437.9
2005.85,183461.43,-9.26,3648,-443.6
2006.4,183597.68,-9.2,3649,-443.3
2006.95,183739.84,-8.84,3650,-441.1
2007.5,183877.17,-8.31,3651,-437.9
2008.05,184009.06,-8.55,3652,-439.4
2008.6,184143.08,-8.35,3653,-438.2
2009.15,184275.78,-9.04,3654,-442.4
2009.7,184415.96,-8.82,3655,-441.1
2010.25,184554.18,-8.43,3656,-438.8
2010.8,184688.18,-9.15,3657,-443.2
2011.35,184831.1,-8.66,3658,-440.2
2011.9,184967.92,-8.35,3659,-438.4
2012.45,185101.01,-7.87,3660,-435.5
2013,185228.55,-7.51,3661,-433.3
2013.55,185352.96,-8.5,3662,-439.3
2014.1,185487.49,-8.41,3663,-438.8
2014.65,185621.86,-8.22,3664,-437.7
2015.2,185754.59,-8.34,3665,-438.4
2015.75,185888.45,-7.89,3666,-435.7
2016.3,186017.04,-7.84,3667,-435.4
2016.85,186145.2,-7.77,3668,-435
2017.4,186272.59,-7.65,3669,-434.3
2017.95,186398.05,-7.69,3670,-434.6
2018.5,186512.46,-7.33,3671,-432.4
2019.05,186633.77,-6.47,3672,-427.2
2019.6,186747.92,-7.03,3673,-430.6
2020.15,186866.91,-6.75,3674,-428.9
2020.7,186983.86,-6.63,3675,-428.2
2021.25,187099.43,-6.63,3676,-428.2
2021.8,187213.8,-5.54,3677,-421.6
2022.35,187319.62,-5.62,3678,-422.1
2022.9,187425.08,-5.83,3679,-423.4
2023.45,187532.08,-5.09,3680,-418.9
2024,187632.92,-5.02,3681,-418.5
2024.55,187732.5,-4.38,3682,-414.6
2025.1,187826.4,-3.89,3683,-411.6
2025.65,187916.37,-4.32,3684,-414.2
2026.2,188009.06,-4.03,3685,-412.4
2026.75,188101.98,-5.69,3686,-422.5
2027.3,188207.41,-5.69,3687,-422.5
2027.85,188314.39,-5.64,3688,-422.21
2028.4,188421.57,-5.57,3689,-421.8
2028.95,188528.47,-6.58,3690,-427.9
2029.5,188644.2,-6.12,3691,-425.1
2030.05,188756.6,-6.2,3692,-425.62
2030.6,188871.96,-6.62,3693,-428.2
2031.15,188989.36,-5.45,3694,-421.1
2031.7,189095.21,-6.11,3695,-425.1
2032.25,189207.23,-6.11,3696,-425.1
2032.8,189320.41,-6.73,3697,-428.9
2033.35,189439.25,-6.73,3698,-428.9
2033.9,189558.41,-6.27,3699,-426.1
2034.45,189673.87,-6.51,3700,-427.6
2035,189791.18,-6.66,3701,-428.5
2035.55,189911.43,-7.43,3702,-433.2
2036.1,190039.01,-6.31,3703,-426.4
2036.65,190155.29,-6.71,3704,-428.9
2037.2,190275.63,-7.02,3705,-430.8
2037.75,190400.39,-7.99,3706,-436.7
2038.3,190535.98,-8.01,3707,-436.9
2038.85,190671.9,-7.08,3708,-431.3
2039.4,190799.2,-8.06,3709,-437.3
2039.95,190936.15,-6.97,3710,-430.7
2040.5,191061.4,-7.18,3711,-432
2041.05,191188.48,-7.27,3712,-432.6
2041.6,191316.5,-6.74,3713,-429.4
2042.15,191439.6,-6.91,3714,-430.5
2042.7,191563.54,-6.28,3715,-426.7
2043.25,191682.22,-6.93,3716,-430.7
2043.8,191805.57,-5.48,3717,-421.9
2044.35,191916.53,-5.74,3718,-423.51
2044.9,192025.56,-4.75,3719,-417.5
2045.45,192126.87,-4.94,3720,-418.7
2046,192230.54,-4.67,3721,-417.1
2046.55,192332.48,-4.77,3722,-417.7
2047.1,192435.47,-6.51,3723,-428.3
2047.65,192555.87,-5.96,3724,-425
2048.2,192672.45,-6.64,3725,-429.2
2048.75,192794.68,-6.17,3726,-426.4
2049.3,192912.71,-6.02,3727,-425.5
2049.85,193028.83,-5.43,3728,-422
2050.4,193139.7,-6.58,3729,-429
2050.95,193263.63,-7.47,3730,-434.5
2051.5,193396.15,-6.6,3731,-429.3
2052.05,193520.51,-6.75,3732,-430.3
2052.6,193645.85,-6.81,3733,-430.7
2053.15,193769.64,-6.99,3734,-431.9
2053.7,193897.45,-6.22,3735,-427.3
2054.25,194019.1,-7.26,3736,-433.7
2054.8,194149.4,-5.95,3737,-425.8
2055.35,194268.64,-6.79,3738,-431
2055.9,194394.53,-6.2,3739,-427.5
2056.45,194515.2,-6.21,3740,-427.6
2057,194635.71,-5.98,3741,-426.3
2057.55,194753.67,-5.67,3742,-424.5
2058.1,194869.91,-6.57,3743,-430
2058.65,194993.69,-5.34,3744,-422.6
2059.2,195105.27,-4.88,3745,-419.9
2059.75,195213.3,-5.35,3746,-422.8
2060.3,195324.42,-5.06,3747,-421.1
2060.85,195433.88,-5.05,3748,-421.1
2061.4,195545.48,-5.35,3749,-423
2061.95,195641.75,-4.47,3750,-417.7
2062.5,195742.78,-5.15,3751,-421.9
2063.05,195852.63,-4.91,3752,-420.5
2063.6,195960.94,-4.93,3753,-420.7
2064.15,196067.99,-3.8,3754,-413.9
2064.7,196168.07,-4.96,3755,-421
2065.25,196274.9,-4.56,3756,-418.6
2065.8,196377.64,-4.9,3757,-420.7
2066.35,196482.82,-4.39,3758,-417.7
2066.9,196579.29,-4.81,3759,-420.3
2067.45,196686.04,-4.59,3760,-419
2068,196791.59,-4.2,3761,-416.7
2068.55,196893.44,-3.96,3762,-415.3
2069.1,196993.14,-3.87,3763,-414.8
2069.65,197091.97,-3.68,3764,-413.7
2070.2,197189.19,-3.2,3765,-410.9
2070.75,197282.3,-3.43,3766,-412.3
2071.3,197377.34,-3.57,3767,-413.2
2071.85,197473.61,-3.57,3768,-413.3
2072.4,197568.64,-3,3769,-409.9
2072.95,197656.14,-2.76,3770,-408.5
2073.5,197745.34,-3.1,3771,-410.6
2074.05,197837.64,-2.92,3772,-409.5
2074.6,197928.56,-2.86,3773,-409.2
2075.15,198018.89,-2.67,3774,-408.1
2075.7,198107.5,-2.16,3775,-405
2076.25,198193.02,-2.6,3776,-407.7
2076.8,198281.72,-3.61,3777,-413.9
2077.35,198376.03,-2.58,3778,-407.7
2077.9,198465.41,-2.74,3779,-408.7
2078.45,198554.01,-1.71,3780,-402.5
2079,198636.5,-1.81,3781,-403.1
2079.55,198715.02,-2.29,3782,-406
2080.1,198800.28,-2.86,3783,-409.5
2080.65,198890.81,-2.51,3784,-407.4
2081.2,198978.77,-2.19,3785,-405.5
2081.75,199064.66,-2.25,3786,-405.9
2082.3,199150.84,-2.38,3787,-406.7
2082.85,199237.93,-2.04,3788,-404.7
2083.4,199322.99,-2.46,3789,-407.25
2083.95,199410.42,-2.17,3790,-405.5
2084.5,199496.55,-2.28,3791,-406.2
2085.05,199583.29,-2.64,3792,-408.4
2085.6,199672.9,-2.68,3793,-408.7
2086.15,199761.5,-1.37,3794,-400.8
2086.7,199842.91,-1.73,3795,-403
2087.25,199925.53,-1.93,3796,-404.2
2087.8,200009.94,-2.29,3797,-406.4
2088.35,200096.31,-1.65,3798,-402.5
2088.9,200179.37,-2.55,3799,-408
2089.45,200268.32,-2.63,3800,-408.5
2090,200358.35,-2.43,3801,-407.3
2090.55,200447.88,-2.47,3802,-407.5
2091.1,200536.85,-2.41,3803,-407.2
2091.65,200624.18,-1.73,3804,-403.1
2092.2,200708.42,-2.21,3805,-406
2092.75,200794.88,-2.13,3806,-405.5
2093.3,200881.4,-2.26,3807,-406.3
2093.85,200968.91,-2.29,3808,-406.5
2094.4,201055.81,-1.42,3809,-401.2
2094.95,201137.77,-3.17,3810,-411.8
2095.5,201233.02,-2.51,3811,-407.82
2096.05,201323.51,-2.1,3812,-405.35
2096.6,201408.79,-1.78,3813,-403.4
2097.15,201492.84,-1.68,3814,-402.8
2097.7,201576.81,-2.5,3815,-407.7
2098.25,201666.59,-2.94,3816,-410.4
2098.8,201759.97,-2.94,3817,-410.4
2099.35,201854.21,-3.22,3818,-412.1
2099.9,201950.24,-2.92,3819,-410.3
2100.45,202044.91,-3.88,3820,-416.1
2101,202147.22,-3.7,3821,-415
2101.55,202248.57,-3.69,3822,-415
2102.1,202349.5,-3.24,3823,-412.3
2102.65,202447.3,-3.69,3824,-415
2103.2,202548.88,-4.33,3825,-418.9
2103.75,202656.05,-4.14,3826,-417.8
2104.3,202761.63,-3.58,3827,-414.4
2104.85,202864.19,-4.67,3828,-421
2105.4,202974.79,-4.93,3829,-422.6
2105.95,203089.07,-4.71,3830,-421.3
2106.5,203200.94,-4.22,3831,-418.4
2107.05,203309.94,-5.14,3832,-423.98
2107.6,203426.42,-4.11,3833,-417.8
2108.15,203534.14,-4.74,3834,-421.6
2108.7,203647.03,-4.82,3835,-422.1
2109.25,203760.59,-4.48,3836,-420.1
2109.8,203871.22,-4.21,3837,-418.5
2110.35,203979.96,-4.92,3838,-422.84
2110.9,204097.05,-4.78,3839,-422
2111.45,204210.51,-4.09,3840,-417.9
2112,204318.55,-4.34,3841,-419.4
2112.55,204427.84,-4.02,3842,-417.5
2113.1,204537.4,-3.34,3843,-413.4
2113.65,204637.44,-3.93,3844,-417
2114.2,204743.29,-4.54,3845,-420.7
2114.75,204854.46,-3.97,3846,-417.3
2115.3,204960.51,-3.31,3847,-413.3
2115.85,205061.47,-3.43,3848,-414.06
2116.4,205163.67,-3.35,3849,-413.6
2116.95,205264.41,-3.4,3850,-413.9
2117.5,205365.24,-3.4,3851,-413.9
2118.05,205465.31,-2.67,3852,-409.5
2118.6,205561.83,-3.89,3853,-416.9
2119.15,205665.2,-3,3854,-411.5
2119.7,205763.59,-3.02,3855,-411.6
2120.25,205861.57,-3.41,3856,-414
2120.8,205962.55,-3.53,3857,-414.7
2121.35,206064.71,-3.29,3858,-413.3
2121.9,206165.81,-3.24,3859,-413
2122.45,206265.64,-3.01,3860,-411.6
2123,206363.72,-2.6,3861,-409.1
2123.55,206458.14,-2.22,3862,-406.8
2124.1,206551.56,-3.06,3863,-411.9
2124.65,206649.43,-3.23,3864,-412.9
2125.2,206748.79,-2.75,3865,-410
2125.75,206845.18,-3.77,3866,-416.2
2126.3,206949.26,-2.98,3867,-411.4
2126.85,207047.5,-2.89,3868,-410.9
2127.4,207144.5,-2.94,3869,-411.2
2127.95,207241.94,-3.08,3870,-412
2128.5,207340.62,-3.27,3871,-413.2
2129.05,207441.1,-2.76,3872,-410.1
2129.6,207537.09,-2.98,3873,-411.4
2130.15,207634.47,-2.46,3874,-408.28
2130.7,207723.51,-2.39,3875,-407.8
2131.25,207815.47,-2.29,3876,-407.2
2131.8,207908.01,-2.87,3877,-410.7
2132.35,208003.91,-2.35,3878,-407.55
2132.9,208097.37,-2.41,3879,-407.9
2133.45,208190.27,-2.19,3880,-406.5
2134,208281.48,-2.62,3881,-409.1
2134.55,208376.01,-2.61,3882,-409
2135.1,208470.86,-2.74,3883,-409.8
2135.65,208565.7,-1.95,3884,-405
2136.2,208655.37,-1.69,3885,-403.4
2136.75,208742.7,-2.24,3886,-406.7
2137.3,208834.05,-2.38,3887,-407.5
2137.85,208926.02,-1.64,3888,-403
2138.4,209013.15,-1.67,3889,-403.2
2138.95,209100.38,-2.32,3890,-407.1
2139.5,209191.96,-1.8,3891,-403.9
2140.05,209280.33,-2.53,3892,-408.3
2140.6,209373.59,-2.19,3893,-406.2
2141.15,209464.08,-1.4,3894,-401.4
2141.7,209550.36,-2.39,3895,-407.4
2142.25,209642.22,-1.46,3896,-401.7
2142.8,209728.06,-2.24,3897,-406.4
2143.35,209817.94,-1.35,3898,-401
2143.9,209903.5,-1.77,3899,-403.5
2144.45,209990.59,-1.49,3900,-401.8
2145,210075.56,-1.84,3901,-403.9
2145.55,210157.3,-0.24,3902,-394.2
2146.1,210234.38,-1.39,3903,-401.1
2146.65,210318.62,-1.55,3904,-402
2147.2,210403.83,-1.27,3905,-400.3
2147.75,210487.55,-1.29,3906,-400.4
2148.3,210571.5,-2.21,3907,-405.91
2148.85,210657.64,-1.8,3908,-403.4
2149.4,210745.52,-2.43,3909,-407.2
2149.95,210838.26,-2.01,3910,-404.6
2150.5,210926.96,-1.12,3911,-399.2
2151.05,211009.92,-1.11,3912,-399.1
2151.6,211092.26,-1.76,3913,-403
2152.15,211179.75,-2.33,3914,-406.4
2152.7,211270.07,-1.07,3915,-398.8
2153.25,211353.56,-1.39,3916,-400.7
2153.8,211437.58,-2.06,3917,-404.7
2154.35,211527.34,-2.05,3918,-404.6
2154.9,211616.18,-2.48,3919,-407.2
2155.45,211700.88,-2.01,3920,-404.3
2156,211785.85,-2.34,3921,-406.3
2156.55,211877.57,-2.03,3922,-404.4
2157.1,211966.95,-1.74,3923,-402.6
2157.65,212054.57,-2.01,3924,-404.2
2158.2,212143.33,-1.5,3925,-401.1
2158.75,212229.4,-2.75,3926,-408.6
2159.3,212323.59,-2.14,3927,-404.9
2159.85,212415.06,-2.62,3928,-407.8
2160.4,212508.98,-2.59,3929,-407.6
2160.95,212602.59,-2.27,3930,-405.64
2161.5,212691.51,-1.81,3931,-402.8
2162.05,212779.11,-1.99,3932,-403.86
2162.6,212867.77,-2,3933,-403.9
2163.15,212957.1,-2.3,3934,-405.7
2163.7,213048.09,-1.89,3935,-403.2
2164.25,213136.43,-1.58,3936,-401.3
2164.8,213222.87,-2.38,3937,-406.1
2165.35,213313.82,-1.96,3938,-403.5
2165.9,213402.92,-1.93,3939,-403.3
2166.45,213491.44,-2.75,3940,-408.22
2167,213583.31,-2.7,3941,-407.9
2167.55,213678.46,-3.02,3942,-409.8
2168.1,213775.21,-1.98,3943,-403.5
2168.65,213864.29,-1.41,3944,-400
2169.2,213949.33,-1.76,3945,-402.1
2169.75,214036.09,-2.67,3946,-407.57
2170.3,214126.86,-2.5,3947,-406.5
2170.85,214219.1,-1.86,3948,-402.6
2171.4,214308.39,-2.59,3949,-407
2171.95,214401.17,-2.09,3950,-403.9
2172.5,214491.25,-1.81,3951,-402.2
2173.05,214579.87,-1.98,3952,-403.2
2173.6,214667.48,-1.92,3953,-402.8
2174.15,214755.5,-1.83,3954,-402.2
2174.7,214842.78,-1.39,3955,-399.51
2175.25,214924.22,-2.25,3956,-404.64
2175.8,215011.3,-1,3957,-397.03
2176.35,215093.09,-1.39,3958,-399.4
2176.9,215176.32,-1.17,3959,-397.99
2177.45,215258.47,-1.77,3960,-401.6
2178,215341.56,-1.64,3961,-400.75
2178.55,215427.75,-1.7,3962,-401.04
2179.1,215513.82,-1.46,3963,-399.6
2179.65,215598.84,-2.25,3964,-404.3
2180.2,215686.51,-2.01,3965,-402.8
2180.75,215775.5,-2.51,3966,-405.8
2181.3,215865.62,-2.22,3967,-404
2181.85,215956.43,-2.39,3968,-405
2182.4,216048.53,-2.5,3969,-405.6
2182.95,216141.7,-2.9,3970,-408
2183.5,216238.39,-3.19,3971,-409.7
2184.05,216337.82,-2.82,3972,-407.4
2184.6,216433.94,-2.89,3973,-407.8
2185.15,216530.57,-2.78,3974,-407.1
2185.7,216626.57,-2.95,3975,-408.1
2186.25,216724.55,-3.72,3976,-412.7
2186.8,216828.31,-3.72,3977,-412.7
2187.35,216930.47,-4.04,3978,-414.6
2187.9,217038.2,-4.11,3979,-415
2188.45,217147.06,-4,3980,-414.3
2189,217255.48,-4.45,3981,-417
2189.55,217367.12,-4,3982,-414.2
2190.1,217475.13,-3.5,3983,-411.2
2190.65,217579.58,-4.87,3984,-419.4
2191.2,217695.95,-4.77,3985,-418.8
2191.75,217812.26,-4.66,3986,-418.1
2192.3,217927.29,-4.23,3987,-415.5
2192.85,218038.5,-5.39,3988,-422.5
2193.4,218162.74,-5.88,3989,-425.4
2193.95,218291.67,-5,3990,-420.1
2194.5,218411.63,-5.25,3991,-421.6
2195.05,218533.93,-5.45,3992,-422.79
2195.6,218659.82,-5.16,3993,-421
2196.15,218781.98,-5.23,3994,-421.4
2196.7,218904.05,-4.8,3995,-418.8
2197.25,219022.22,-4.96,3996,-419.76
2197.8,219140.01,-5.88,3997,-425.3
2198.35,219269.81,-5.51,3998,-423
2198.9,219393.56,-5.08,3999,-420.4
2199.45,219515.07,-5.29,4000,-421.65
2200,219637.42,-6.11,4001,-426.6
2200.55,219771.27,-5.98,4002,-425.8
2201.1,219904.18,-6.08,4003,-426.38
2201.65,220039.88,-5.69,4004,-424
2202.2,220169.75,-6.34,4005,-427.9
2202.75,220306.44,-6.34,4006,-427.9
2203.3,220444.28,-6.89,4007,-431.2
2203.85,220589.13,-6.52,4008,-428.9
2204.4,220729.55,-6.92,4009,-431.3
2204.95,220874.86,-6.74,4010,-430.2
2205.5,221018.74,-6.96,4011,-431.5
2206.05,221165.77,-7.47,4012,-434.6
2206.6,221318.89,-7.03,4013,-431.9
2207.15,221469.22,-8.77,4014,-442.4
2207.7,221638.7,-8.16,4015,-438.72
2208.25,221809.46,-7.38,4016,-434
2208.8,221962.84,-7.01,4017,-431.7
2209.35,222113.18,-7.57,4018,-435.04
2209.9,222275.61,-8.08,4019,-438.1
2210.45,222441,-8.2,4020,-438.8
2211,222609.3,-8.16,4021,-438.5
2211.55,222776.86,-8.07,4022,-437.94
2212.1,222946.98,-8.72,4023,-441.8
2212.65,223118.99,-8.15,4024,-438.3
2213.2,223286.96,-8.7,4025,-441.6
2213.75,223459.94,-7.99,4026,-437.3
2214.3,223627.35,-8.69,4027,-441.5
2214.85,223804.4,-8.57,4028,-440.7
2215.4,223977.25,-8.65,4029,-441.2
2215.95,224154.52,-8.08,4030,-437.7
2216.5,224324.64,-8.56,4031,-440.6
2217.05,224501.03,-8.07,4032,-437.6
2217.6,224669.27,-7.98,4033,-437
2218.15,224837.83,-8.01,4034,-437.16
2218.7,225003.38,-7.46,4035,-433.8
2219.25,225165.21,-7.76,4036,-435.6
2219.8,225331.11,-7.96,4037,-436.8
2220.35,225499.44,-6.52,4038,-428.1
2220.9,225649.09,-6.64,4039,-428.8
2221.45,225799,-6.36,4040,-427.1
2222,225944.22,-6.02,4041,-425
2222.55,226085.07,-5.19,4042,-420
2223.1,226215.22,-4.55,4043,-416.1
2223.65,226342.16,-6.13,4044,-425.7
2224.2,226488.87,-5.75,4045,-423.4
2224.75,226627.85,-6.53,4046,-428.1
2225.3,226773.83,-6.24,4047,-426.4
2225.85,226917.85,-5.78,4048,-423.6
2226.4,227059.7,-6.48,4049,-427.9
2226.95,227211.34,-6.43,4050,-427.6
2227.5,227362.86,-7.36,4051,-433.3
2228.05,227526.01,-7.57,4052,-434.6
2228.6,227691.88,-7.77,4053,-435.9
2229.15,227862.43,-7.21,4054,-432.6
2229.7,228026.48,-7.83,4055,-436.4
2230.25,228199.31,-8.31,4056,-439.4
2230.8,228380.32,-8.18,4057,-438.7
2231.35,228560.25,-8.33,4058,-439.7
2231.9,228742.62,-8.15,4059,-438.7
2232.45,228922.58,-8.12,4060,-438.6
2233,229101.82,-7.51,4061,-435
2233.55,229272.16,-7.23,4062,-433.4
2234.1,229438.21,-5.87,4063,-425.2
2234.65,229584.72,-6.27,4064,-427.7
2235.2,229736.18,-4.89,4065,-419.4
2235.75,229872.37,-6.92,4066,-431.8
2236.3,230032.31,-6.51,4067,-429.4
2236.85,230188.95,-6.53,4068,-429.6
2237.4,230346.7,-7.69,4069,-436.7
2237.95,230521.5,-7.72,4070,-437
2238.5,230697.78,-7.59,4071,-436.3
2239.05,230872.46,-7.32,4072,-434.74
2239.6,231047.11,-7.46,4073,-435.7
2240.15,231219.97,-7.1,4074,-433.6
2240.7,231388.02,-6.87,4075,-432.3
2241.25,231552.26,-6.67,4076,-431.2
2241.8,231713.95,-6.54,4077,-430.5
2242.35,231873.51,-6,4078,-427.3
2242.9,232026.46,-5.97,4079,-427.19
2243.45,232181.67,-5.48,4080,-424.3
2244,232327.99,-6.16,4081,-428.5
2244.55,232482.61,-6.01,4082,-427.7
2245.1,232636.03,-6.07,4083,-428.2
2245.65,232790.58,-6.09,4084,-428.4
2246.2,232945.48,-5.78,4085,-426.6
2246.75,233096.58,-6.03,4086,-428.2
2247.3,233250.71,-5.65,4087,-426
2247.85,233400.57,-5.81,4088,-427.1
2248.4,233551.46,-4.76,4089,-420.86
2248.95,233690.53,-5.1,4090,-423
2249.5,233831.18,-4.94,4091,-422.1
2250.05,233971.34,-4.66,4092,-420.5
2250.6,234108.7,-4.79,4093,-421.4
2251.15,234247.42,-4.92,4094,-422.3
2251.7,234388,-4.85,4095,-422
2252.25,234527.99,-4.89,4096,-422.4
2252.8,234668.27,-4.53,4097,-420.3
2253.35,234804.88,-4.61,4098,-420.9
2253.9,234941.85,-3.4,4099,-413.7
2254.45,235065.23,-3.88,4100,-416.7
2255,235192.9,-3.42,4101,-414
2255.55,235316.06,-3.43,4102,-414.1
2256.1,235439.18,-3.51,4103,-414.7
2256.65,235563.09,-3.25,4104,-413.2
2257.2,235684.86,-3.95,4105,-417.5
2257.75,235813.89,-3.6,4106,-415.5
2258.3,235939.84,-3.31,4107,-413.8
2258.85,236061.38,-2.73,4108,-410.4
2259.4,236177.55,-2.08,4109,-406.5
2259.95,236289.79,-3.13,4110,-412.9
2260.5,236409.37,-2.61,4111,-409.8
2261.05,236524.75,-2.85,4112,-411.3
2261.6,236641.6,-2.11,4113,-406.9
2262.15,236751.76,-2.83,4114,-411.3
2262.7,236867.76,-2.41,4115,-408.8
2263.25,236981.06,-2.8,4116,-411.2
2263.8,237097.88,-3.07,4117,-412.8
2264.35,237217.02,-2.39,4118,-408.73
2264.9,237332.04,-2.43,4119,-409
2265.45,237444.89,-2.13,4120,-407.2
2266,237555.58,-2.89,4121,-411.8
2266.55,237672.66,-2.74,4122,-410.94
2267.1,237789.96,-2.59,4123,-410
2267.65,237904.05,-1.99,4124,-406.4
2268.2,238013.03,-2.01,4125,-406.5
2268.75,238121.97,-2.45,4126,-409.2
2269.3,238234.9,-2.91,4127,-412
2269.85,238352.28,-2.09,4128,-407
2270.4,238462.71,-2.33,4129,-408.5
2270.95,238574.29,-1.86,4130,-405.6
2271.5,238685.39,-2.5,4131,-409.5
2272.05,238789.06,-1.58,4132,-403.9
2272.6,238896.14,-1.78,4133,-405.1
2273.15,239000.45,-1.65,4134,-404.3
2273.7,239110.97,-2.41,4135,-408.9
2274.25,239225.07,-2.38,4136,-408.7
2274.8,239328.05,-1.41,4137,-402.8
2275.35,239439.38,-2.39,4138,-408.7
2275.9,239553.24,-2.62,4139,-410.1
2276.45,239663.37,-2.26,4140,-407.9
2277,239768.89,-1.87,4141,-405.5
2277.55,239865.71,-0.57,4142,-397.6
2278.1,239961.05,-1.12,4143,-400.9
2278.65,240060.53,-1.59,4144,-403.7
2279.2,240163.42,-0.99,4145,-400
2279.75,240262.43,-1,4146,-400
2280.3,240360.41,-0.72,4147,-398.3
2280.85,240456.85,-1.06,4148,-400.3
2281.4,240555.48,-1.22,4149,-401.2
2281.95,240655.15,-0.81,4150,-398.7
2282.5,240751.53,-0.26,4151,-395.3
2283.05,240843.63,-0.52,4152,-396.8
2283.6,240937.25,-0.56,4153,-397
2284.15,241030.95,-0.01,4154,-393.6
2284.7,241120.22,0.29,4155,-391.7
2285.25,241207.13,0.38,4156,-391.1
2285.8,241293.16,0.38,4157,-391
2286.35,241378.5,1.03,4158,-387
2286.9,241460.79,0.09,4159,-392.6
2287.45,241547.15,1.17,4160,-386
2288,241627.9,0.51,4161,-389.9
2288.55,241710.58,1.72,4162,-382.5
2289.1,241787.32,2.46,4163,-377.9
2289.65,241857.58,2.56,4164,-377.2
2290.2,241927.53,2.2,4165,-379.3
2290.75,241999.34,1.98,4166,-380.5
2291.3,242071.74,2.73,4167,-375.9
2291.85,242141.06,1.96,4168,-380.4
2292.4,242213.98,2.21,4169,-378.8
2292.95,242285.8,2.71,4170,-375.7
2293.5,242354.7,2.31,4171,-378
2294.05,242425.13,2.42,4172,-377.2
2294.6,242495.58,2.06,4173,-379.3
2295.15,242568.17,1.84,4174,-380.5
2295.7,242641.94,1.91,4175,-380
2296.25,242715.48,1.89,4176,-380
2296.8,242789.15,1.08,4177,-384.8
2297.35,242867.16,2.2,4178,-377.9
