TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,variableNameOriginal,units,description,"paleoDataNotes
",climateVariable,climateVariableDetail,seasonality,direction,basis,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
RQdv2EiToeb,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,Inf,-Inf,NA,bulk sediment,TOC,NA,percent,TOC_percent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
R0awZ62wbT5,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,Inf,-Inf,NA,bulk sediment,CaCO3,NA,percent,CaCO3_percent,calculated from TIC*8.33,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
RaWGMGBPa4u,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,Inf,-Inf,NA,benthic foraminifera calcite,d13C,benthic.d13C,permil,Cibicidoides_sp_d13C_per_mil_PDB,no analytcal error given in publication,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
RyWx8GO6gDT,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,Inf,-Inf,NA,benthic foraminifera calcite,d18O,benthic.d18O,permil,Cibicidoides_sp_d18O_per_mil_PDB,epibenthic d18O signal was adjusted to Uvigernia scale by adding 0.64 ‰,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
RLoEHO49Tp3,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,Inf,-Inf,NA,benthic foraminifera calcite,d13C,benthic.d13C,permil,Uvigerina_sp_d13C_per_mil_PDB,no analytcal error given in publication,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
REWYF5hr5DO,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,Inf,-Inf,NA,benthic foraminifera calcite,d18O,benthic.d18O,permil,Uvigerina_sp_d18O_per_mil_PDB,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
ROrJyItwTqx,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,0,55397,NA,planktic foraminifera assemblage,temperature,surface.temp,degC,SST_Tc_degC,transfer function; calculated after Imbrie and Kipp 1971,T,NA,NA,NA,NA,NA,NA,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
R0wvIqvzYkO,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,0,55397,NA,planktic foraminifera assemblage,temperature,surface.temp,degC,SST_Tw_degC,transfer function; calculated after Imbrie and Kipp 1971,T,NA,NA,NA,NA,NA,NA,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
RuZd3euHEp0,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,0,55397,NA,planktic foraminifera assemblage,temperature,surface.temp,degC,SST_sum_degC,calculated after Imbrie and Kipp 1971,T,NA,NA,NA,NA,NA,NA,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
RtKEt5VqIb4,M35003_4,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,10.2312/reports-ifg.2001.13,NA,12.0897,-61.2437,-1299,M35003_4,NA,0,55397,NA,planktic foraminifera assemblage,temperature,surface.temp,degC,SST_win_degC,calculated after Imbrie and Kipp 1971,T,NA,NA,NA,NA,NA,NA,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_23_0/M35003_4.html
GH86ae9437,M350034.Rhlemann,MarineSediment,"Ruehlemann, Carsten ; Mulitza, Stefan ; Mueller, Peter J. ; Wefer, Gerold ; Zahn, Rainer",1999,10.1038/990069,NA,NA,NA,NA,12.1,-61.2,-1299,M35003-4,unassigned,0,14680,NA,NA,Uk37,UK_37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M350034.Rhlemann.html
Rl5SjQZIbl3,M39_008,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,NA,NA,10.2312/reports-ifg.2001.14,NA,39.38,-7.0767,-576,M39_008,NA,0,21497,NA,planktic foraminifera calcite,planktic.d18O,NA,permil,d18Ovg_bull_sup_250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M39_008.html
R8e26JX8QwX,M39_008,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,NA,NA,10.2312/reports-ifg.2001.14,NA,39.38,-7.0767,-576,M39_008,NA,0,21497,NA,bulk sediment,Uk37,UK37,NA,uk37,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M39_008.html
R0DzhZMuasp,M39_008,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,NA,NA,10.2312/reports-ifg.2001.14,NA,39.38,-7.0767,-576,M39_008,NA,0,21497,NA,bulk sediment,IRD,NA,NA,IRD_sup_250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M39_008.html
RYD1lL35JBa,M39_008,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,NA,NA,10.2312/reports-ifg.2001.14,NA,39.38,-7.0767,-576,M39_008,NA,Inf,-Inf,NA,bulk sediment,CaCO3,NA,percent,CaCO3_percent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M39_008.html
R4euSEvirl1,M39_008,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,NA,NA,10.2312/reports-ifg.2001.14,NA,39.38,-7.0767,-576,M39_008,NA,Inf,-Inf,NA,bulk sediment,TOC,NA,percent,TOC_percent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M39_008.html
GHf6b197b4,M39008.Cacho.2001,LakeSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,NA,NA,NA,NA,36.38,-7.1,-576,M39-008,unassigned,1457.5,14672.255,NA,NA,Uk37,UK_37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M39008.Cacho.2001.html
LPD5c17b900,M44-KL71.Sperling.2003,MarineSediment,"Sperling, M ; Schmiedl, G ; Hemleben, Ch ; Emeis, K.C ; Erlenkeuser, H ; Grootes, P.M",2003,10.1016/S0031-0182(02)00596-5,NA,NA,NA,https://doi.org/10.1594/PANGAEA.737370,40.842,27.763,-566,M44-KL71,unassigned,105.3,10398,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,NA,positive,NA,NA,NA,FALSE,NA,Fails Holocene age control,http://lipdverse.org/globalHolocene/0_23_0/M44-KL71.Sperling.2003.html
RSWr0gYA7XI,M75_3_137_3,MarineSediment,"Wang, Yiming V. ; Leduc, Guillaume ; Regenberg, Marcus ; Andersen, Nils ; Larsen, Thomas ; Blanz, Thomas ; Schneider, Ralph R.",2013,10.1002/palo.20053,NA,NA,NA,NA,-18.2412,37.8685,-1339,M75_3_137_3,NA,101,36834,NA,planktic foraminifera calcite,planktic.d18O,NA,permil,G_ruber_d18O_per_mil_PDB,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M75_3_137_3.html
RtE11QPOlST,M75_3_137_3,MarineSediment,"Wang, Yiming V. ; Leduc, Guillaume ; Regenberg, Marcus ; Andersen, Nils ; Larsen, Thomas ; Blanz, Thomas ; Schneider, Ralph R.",2013,10.1002/palo.20053,NA,NA,NA,NA,-18.2412,37.8685,-1339,M75_3_137_3,NA,101,36834,NA,planktic foraminifera calcite,planktic.d13C,NA,permil,G_ruber_d13C_per_mil_PDB,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M75_3_137_3.html
RVcr9moYKJN,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,benthic foraminifera calcite,d13C,benthic.d13C,permil,U_peregrina_d13C_per_mil_PDB,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
RsQEXaxcKa5,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,benthic foraminifera calcite,d18O,benthic.d18O,permil,U_peregrina_d18O_per_mil_PDB,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
R0xUv90tyOl,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,planktic foraminifera calcite,planktic.d13C,NA,permil,G_ruber_w_d13C_per_mil_PDB,sensu stricto. The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
RwsnEN3SLKp,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,planktic foraminifera calcite,planktic.d18O,NA,permil,G_ruber_w_d18O_per_mil_PDB,sensu stricto. The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
RsGueF5Ezuc,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,planktic foraminifera calcite,planktic.MgCa,NA,mmol_mol,G_ruber_w_Mg_Ca_mmol_mol,sensu stricto. The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
RksmEMYYOe1,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,planktic foraminifera calcite,planktic.d13C,NA,permil,N_dutertrei_d13C_per_mil_PDB,The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
R2iVpGJkJyQ,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,planktic foraminifera calcite,planktic.d18O,NA,permil,N_dutertrei_d18O_per_mil_PDB,The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
RSQHbqgrxv7,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,NA,planktic foraminifera calcite,planktic.MgCa,NA,mmol_mol,N_dutertrei_Mg_Ca_mmol_mol,The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
RvhBzegpmNO,M77_2_056_5,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.7498,-81.1247,-355,M77_2_056_5,NA,30,13150,Mg/Ca,MgCa,temperature,surface.temp,degC,SubT_degC,NA,T,NA,NA,NA,NA,NA,NA,FALSE,DK,"""description"" = SubT; defer to ""SST""",http://lipdverse.org/globalHolocene/0_23_0/M77_2_056_5.html
Rf00AhLTRUz,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,benthic foraminifera calcite,d13C,benthic.d13C,permil,U_peregrina_d13C_per_mil_PDB,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
RafBRfnToPz,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,benthic foraminifera calcite,d18O,benthic.d18O,permil,U_peregrina_d18O_per_mil_PDB,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
RzhpliO9GGx,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,planktic foraminifera calcite,planktic.d13C,NA,permil,G_ruber_w_d13C_per_mil_PDB,sensu stricto. The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
R9NFVS4Uv9F,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,planktic foraminifera calcite,planktic.d18O,NA,permil,G_ruber_w_d18O_per_mil_PDB,sensu stricto. The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
RmbRnFep4Ix,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,planktic foraminifera calcite,planktic.MgCa,NA,mmol_mol,G_ruber_w_Mg_Ca_mmol_mol,sensu stricto. The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
ReU0qGJOKSo,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,planktic foraminifera calcite,planktic.d13C,NA,permil,N_dutertrei_d13C_per_mil_PDB,The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
RHFF24r2oUR,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,planktic foraminifera calcite,planktic.d18O,NA,permil,N_dutertrei_d18O_per_mil_PDB,The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
R3TadP7WNjA,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,planktic foraminifera calcite,planktic.MgCa,NA,mmol_mol,N_dutertrei_Mg_Ca_mmol_mol,The foraminiferal samples were homogenized and split for stable isotope analyses (~1/3) and for Mg/Ca analyses (~2/3); including the reductive step with hydrazine to remove metal oxides,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
Ry7Sq4X11wb,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,Mg/Ca,MgCa,temperature,surface.temp,degC,SubT_degC,NA,T,NA,NA,NA,NA,NA,NA,FALSE,DK,"""description"" = SubT; defer to ""SST""",http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
RbIuRfn9Vxz,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,bulk sediment,Uk37,UK37,NA,UK'37,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
R3KKLxIn4mR,M77_2_059_1,MarineSediment,"Nuernberg, Dirk ; Boeschen, Tebke ; Doering, Kristin ; Mollier-Vogel, Elfi ; Raddatz, Jacek ; Schneider, Ralph",2015,10.1002/2014PA002706,"Mollier-Vogel, Elfi ; Leduc, Guillaume ; Boeschen, Tebke ; Martinez, Philippe ; Schneider, Ralph R.",2013,10.1016/j.quascirev.2013.06.021,NA,-3.9502,-81.3205,-997,M77_2_059_1,NA,63,17295,NA,bulk sediment,C37.concentration,NA,g,C36_ng_g,C37:2 and C37:4; changed from C36 after asking authors,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/M77_2_059_1.html
