TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,units,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
R8Xqa23GLjP,MD97_2120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,"Pahnke, K.",2006,10.1126/science.1084451,,-45.5344,174.9308,-1210,MD97_2120,,Inf,-Inf,,planktic foraminifera calcite,planktic.MgCa,mmol_mol,,,,,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD97_2120.html
RRMhDsIGgt1,MD97_2120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,"Pahnke, K.",2006,10.1126/science.1084451,,-45.5344,174.9308,-1210,MD97_2120,,Inf,-Inf,Mg/Ca,MgCa,temperature,degC,,T,,,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD97_2120.html
RTIIdA7VFyQ,MD97_2120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,"Pahnke, K.",2006,10.1126/science.1084451,,-45.5344,174.9308,-1210,MD97_2120,,1950,340840,,benthic foraminifera calcite,d18O,permil,"Cibicidoides wuellerstorfi, C. cicatricosus and C. kullenbergi (>250 μm). In core sections lacking Cibicidoides spp, the isotope profiles were complemented by measurements on Melonis barleeanum and Bulimina aculeata. All on uvigerina scale",,,,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD97_2120.html
RCydmeDguW1,MD97_2120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,"Pahnke, K.",2006,10.1126/science.1084451,,-45.5344,174.9308,-1210,MD97_2120,,1950,340840,,benthic foraminifera calcite,d13C,permil,"Cibicidoides wuellerstorfi, C. cicatricosus and C. kullenbergi (>250 μm). In core sections lacking Cibicidoides spp, the isotope profiles were complemented by measurements on Melonis barleeanum and Bulimina aculeata. All on C. wullerstorfi scale",,,,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD97_2120.html
RulVzZG4anp,MD97_2151,MarineSediment,"Zhao, Meixun ; Huang, Chi-Yue ; Wang, Chia-Chun ; Wei, Ganjian",2006,10.1016/j.palaeo.2005.11.033,"Yamamoto, M. ; Sai, H. ; Chen, M.-T. ; Zhao, M.",2006,10.5194/cp-9-2777-2013,,8.728,109.869,-1598,MD97_2151,,Inf,-Inf,foraminfera,planktic foraminifera assemblage,temperature,degC,TFT after Ortiz and Mix (1997),T,,,,,,TRUE-1,,,http://lipdverse.org/globalHolocene/0_25_5/MD97_2151.html
RnpAWamkUas,MD97_2151,MarineSediment,"Zhao, Meixun ; Huang, Chi-Yue ; Wang, Chia-Chun ; Wei, Ganjian",2006,10.1016/j.palaeo.2005.11.033,"Yamamoto, M. ; Sai, H. ; Chen, M.-T. ; Zhao, M.",2006,10.5194/cp-9-2777-2013,,8.728,109.869,-1598,MD97_2151,,Inf,-Inf,foraminfera,planktic foraminifera assemblage,temperature,degC,TFT after Ortiz and Mix (1997),T,,,,,,TRUE-2,,,http://lipdverse.org/globalHolocene/0_25_5/MD97_2151.html
R8Fhjvvx7JS,MD97_2151,MarineSediment,"Zhao, Meixun ; Huang, Chi-Yue ; Wang, Chia-Chun ; Wei, Ganjian",2006,10.1016/j.palaeo.2005.11.033,"Yamamoto, M. ; Sai, H. ; Chen, M.-T. ; Zhao, M.",2006,10.5194/cp-9-2777-2013,,8.728,109.869,-1598,MD97_2151,,Inf,-Inf,foraminfera,planktic foraminifera assemblage,temperatureComposite,degC,TFT after Ortiz and Mix (1997),T,,,,,Temp12k,TRUE,,"; this timeseries was composited programmatically, with the assumption that all values are measured at equivalent levels",http://lipdverse.org/globalHolocene/0_25_5/MD97_2151.html
RNWNlnQQjM4,MD97_2151,MarineSediment,"Zhao, Meixun ; Huang, Chi-Yue ; Wang, Chia-Chun ; Wei, Ganjian",2006,10.1016/j.palaeo.2005.11.033,"Yamamoto, M. ; Sai, H. ; Chen, M.-T. ; Zhao, M.",2006,10.5194/cp-9-2777-2013,,8.728,109.869,-1598,MD97_2151,,Inf,-Inf,,bulk sediment,TOC,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD97_2151.html
RAkYyMqUtVg,MD97_2151,MarineSediment,"Zhao, Meixun ; Huang, Chi-Yue ; Wang, Chia-Chun ; Wei, Ganjian",2006,10.1016/j.palaeo.2005.11.033,"Yamamoto, M. ; Sai, H. ; Chen, M.-T. ; Zhao, M.",2006,10.5194/cp-9-2777-2013,,8.728,109.869,-1598,MD97_2151,,Inf,-Inf,,bulk sediment,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD97_2151.html
RPSqWYd5jOI,MD97_2151,MarineSediment,"Zhao, Meixun ; Huang, Chi-Yue ; Wang, Chia-Chun ; Wei, Ganjian",2006,10.1016/j.palaeo.2005.11.033,"Yamamoto, M. ; Sai, H. ; Chen, M.-T. ; Zhao, M.",2006,10.5194/cp-9-2777-2013,,8.728,109.869,-1598,MD97_2151,,Inf,-Inf,alkenone,UK37,temperature,degC,calculated after Pelejero and Grimalt (1997),T,,,,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD97_2151.html
RYLlJF8bE4G,MD97_2151,MarineSediment,"Zhao, Meixun ; Huang, Chi-Yue ; Wang, Chia-Chun ; Wei, Ganjian",2006,10.1016/j.palaeo.2005.11.033,"Yamamoto, M. ; Sai, H. ; Chen, M.-T. ; Zhao, M.",2006,10.5194/cp-9-2777-2013,,8.728,109.869,-1598,MD97_2151,,Inf,-Inf,,bulk sediment,CaCO3,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD97_2151.html
LPD0e21b228,MD97-2151.Yamamoto.2013,MarineSediment,"Ho, Sze Ling ; Laepple, Thomas",2016,10.1038/ngeo2763,,,,https://doi.org/10.1594/PANGAEA.861250,8.728,109.869,-1598,MD97-2152,unassigned,955,154522,TEX86,,temperature,degC,"METHOD: Calculated from TEX86 (Jia et al., 2012) (URI: https://doi.org/10.1016/j.orggeochem.2012.07.002)",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD97-2151.Yamamoto.2013.html
LPDfba15ede,MD97-2151.Yamamoto.2013,MarineSediment,"Ho, Sze Ling ; Laepple, Thomas",2016,10.1038/ngeo2763,,,,https://doi.org/10.1594/PANGAEA.861250,8.728,109.869,-1598,MD97-2152,unassigned,955,154522,alkenone,,temperature,degC,"METHOD: Calculated from UK37 (Pelejero & Grimalt, 1997) (URI: https://doi.org/10.1016/S0016-7037(97)00280-9)",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD97-2151.Yamamoto.2013.html
GHfbf31687,MD972120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,,,,,-45.5,174.9,,MD97-2120,unassigned,1951,12787,,,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD972120.html
GHf86f4afa,MD972120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,,,,,-45.5,174.9,,MD97-2120,unassigned,1951,12787,alkenone,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD972120.html
GHbd5ff3c9,MD972121,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,,,,,-40.4,178,,MD97-2121,unassigned,3316.25,12464.9,,,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD972121.html
GHe9ab6408,MD972121,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,,,,,-40.4,178,,MD97-2121,unassigned,3316.25,12464.9,alkenone,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD972121.html
GHa740369f,MD972141,MarineSediment,"Rosenthal, Yair ; Oppo, Delia W. ; Linsley, Braddock K.",2003,10.1029/2002GL016612,,,,,8.78,121.28,-3633,MD97-2141,unassigned,4334.286,70800,Mg/Ca,,temperature,degC,; paleoData_proxy changed - was originally MgCa,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD972141.html
GH3be82c81,MD982165,MarineSediment,"Levi, Camille ; Labeyrie, Laurent ; Bassinot, Franck ; Guichard, Francois ; Cortijo, Elsa ; Waelbroeck, Claire ; Caillon, Nicolas ; Duprat, Josette ; de Garidel-Thoron, Thibault ; Elderfield, Harry",2007,10.1029/2006GC001514,,,,,-9.7,118.3,-2100,MD98-2165,unassigned,767,14689.3,,,Mg/Ca,mmol/mol,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD982165.html
GHd91e00fa,MD982165,MarineSediment,"Levi, Camille ; Labeyrie, Laurent ; Bassinot, Franck ; Guichard, Francois ; Cortijo, Elsa ; Waelbroeck, Claire ; Caillon, Nicolas ; Duprat, Josette ; de Garidel-Thoron, Thibault ; Elderfield, Harry",2007,10.1029/2006GC001514,,,,,-9.7,118.3,-2100,MD98-2165,unassigned,767,14689.3,Mg/Ca,,temperature,degC,; paleoData_proxy changed - was originally MgCa,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD982165.html
GH8deb65ad,MD982170,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,10.6,125.39,-832,MD98-2170,unassigned,96.2,14578.9,,,Mg/Ca,mmol/mol,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD982170.html
GHe1824e32,MD982170,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,10.6,125.39,-832,MD98-2170,unassigned,96.2,14578.9,Mg/Ca,,temperature,degC,; paleoData_proxy changed - was originally MgCa,T,sea@surface,,positive,,,FALSE,,Insufficient age control over Holocene,http://lipdverse.org/globalHolocene/0_25_5/MD982170.html
GH756cda79,MD982170,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,10.6,125.39,-832,MD98-2170,unassigned,96.2,14578.9,,,ruberD18,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD982170.html
GH39a9562c,MD982170,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,10.6,125.39,-832,MD98-2170,unassigned,96.2,14578.9,,,d18O,m,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD982170.html
GH86c4dcd6,MD982176,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,-5,133.4,-2382,MD98-2176,unassigned,125.74,13171,,,Mg/Ca,mmol/mol,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD982176.html
GH6d77af79,MD982176,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,-5,133.4,-2382,MD98-2176,unassigned,125.74,13171,Mg/Ca,,temperature,degC,; paleoData_proxy changed - was originally MgCa,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,seasonal interpreation not explicitly stated but inferred based on general discussion in the text,http://lipdverse.org/globalHolocene/0_25_5/MD982176.html
LPD72b058f7,MD982181,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,6.3,125.8,-2114,MD98-2181,unassigned,2.6,11659,,,Mg/Ca,mmol/mol,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD982181.html
LPDf5f8b9a6,MD982181,MarineSediment,"Stott, L. ; Timmermann, A. ; Thunell, R.",2007,10.1126/science.1143791,,,,,6.3,125.8,-2114,MD98-2181,unassigned,2.6,11659,Mg/Ca,,temperature,degC,; paleoData_proxy changed - was originally MgCa,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,seasonal interpreation not explicitly stated but inferred based on general discussion in the text,http://lipdverse.org/globalHolocene/0_25_5/MD982181.html
R4BoYiAGtub,MD99_2304,MarineSediment,"Hald, Morten ; Ebbesen, Hanne ; Forwick, Matthias ; Godtliebsen, Fred ; Khomenko, Liza ; Korsun, Sergei ; Ringstad Olsen, Lena ; Vorren, Tore O.",2004,10.1016/j.quascirev.2004.08.006,"Risebrobakken, Bjoerg ; Dokken, Trond ; Jansen, Eystein",2004,10.1029/158GM20,,77.6211,9.9483,-1348,MD99_2304,,246,14804,foraminifra,planktic foraminifera assemblage,temperature,degC,,T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD99_2304.html
RnEPLYtj4Li,MD99_2304,MarineSediment,"Hald, Morten ; Ebbesen, Hanne ; Forwick, Matthias ; Godtliebsen, Fred ; Khomenko, Liza ; Korsun, Sergei ; Ringstad Olsen, Lena ; Vorren, Tore O.",2004,10.1016/j.quascirev.2004.08.006,"Risebrobakken, Bjoerg ; Dokken, Trond ; Jansen, Eystein",2004,10.1029/158GM20,,77.6211,9.9483,-1348,MD99_2304,,60104,125910,,bulk sediment,IRD,g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99_2304.html
RosQ1VavBw7,MD99_2304,MarineSediment,"Hald, Morten ; Ebbesen, Hanne ; Forwick, Matthias ; Godtliebsen, Fred ; Khomenko, Liza ; Korsun, Sergei ; Ringstad Olsen, Lena ; Vorren, Tore O.",2004,10.1016/j.quascirev.2004.08.006,"Risebrobakken, Bjoerg ; Dokken, Trond ; Jansen, Eystein",2004,10.1029/158GM20,,77.6211,9.9483,-1348,MD99_2304,,60104,125910,,planktic foraminifera calcite,planktic.d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99_2304.html
RzzelnIGTjG,MD99_2304,MarineSediment,"Hald, Morten ; Ebbesen, Hanne ; Forwick, Matthias ; Godtliebsen, Fred ; Khomenko, Liza ; Korsun, Sergei ; Ringstad Olsen, Lena ; Vorren, Tore O.",2004,10.1016/j.quascirev.2004.08.006,"Risebrobakken, Bjoerg ; Dokken, Trond ; Jansen, Eystein",2004,10.1029/158GM20,,77.6211,9.9483,-1348,MD99_2304,,60104,125910,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99_2304.html
R5CerU3YCZD,MD99_2304,MarineSediment,"Hald, Morten ; Ebbesen, Hanne ; Forwick, Matthias ; Godtliebsen, Fred ; Khomenko, Liza ; Korsun, Sergei ; Ringstad Olsen, Lena ; Vorren, Tore O.",2004,10.1016/j.quascirev.2004.08.006,"Risebrobakken, Bjoerg ; Dokken, Trond ; Jansen, Eystein",2004,10.1029/158GM20,,77.6211,9.9483,-1348,MD99_2304,,60104,125910,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99_2304.html
RPbMDX3PmFp,MD99_2304,MarineSediment,"Hald, Morten ; Ebbesen, Hanne ; Forwick, Matthias ; Godtliebsen, Fred ; Khomenko, Liza ; Korsun, Sergei ; Ringstad Olsen, Lena ; Vorren, Tore O.",2004,10.1016/j.quascirev.2004.08.006,"Risebrobakken, Bjoerg ; Dokken, Trond ; Jansen, Eystein",2004,10.1029/158GM20,,77.6211,9.9483,-1348,MD99_2304,,60104,125910,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99_2304.html
PYT0WZDHWV1,MD99-2227.deVernal.2013,MarineSediment,"de Vernal, Anne ; Hillaire-Marcel, Claude ; Rochon, Andre ; Frechette, Bianca ; Henry, Maryse ; Solignac, Sandrine ; Bonnet, Sophie",2013,10.1016/j.quascirev.2013.07.006,,,,,58.2107,-48.373,3460,MD99-2227,,753.39,11832,dinocyst,,temperature,degC,,T,sea@surface,Summer,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2227.deVernal.2013.html
PYTZK3WM6DI,MD99-2227.deVernal.2013,MarineSediment,"de Vernal, Anne ; Hillaire-Marcel, Claude ; Rochon, Andre ; Frechette, Bianca ; Henry, Maryse ; Solignac, Sandrine ; Bonnet, Sophie",2013,10.1016/j.quascirev.2013.07.006,,,,,58.2107,-48.373,3460,MD99-2227,,753.39,11832,,,salinity,psu,,S,SSS,Summer,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2227.deVernal.2013.html
PYTQI94RFC2,MD99-2227.deVernal.2013,MarineSediment,"de Vernal, Anne ; Hillaire-Marcel, Claude ; Rochon, Andre ; Frechette, Bianca ; Henry, Maryse ; Solignac, Sandrine ; Bonnet, Sophie",2013,10.1016/j.quascirev.2013.07.006,,,,,58.2107,-48.373,3460,MD99-2227,,753.39,11832,,,Sea_Ice_months,months/year,,ICE,sea@surface,ANN,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2227.deVernal.2013.html
PYTF4VJUPYW,MD99-2227.deVernal.2013,MarineSediment,"de Vernal, Anne ; Hillaire-Marcel, Claude ; Rochon, Andre ; Frechette, Bianca ; Henry, Maryse ; Solignac, Sandrine ; Bonnet, Sophie",2013,10.1016/j.quascirev.2013.07.006,,,,,58.2107,-48.373,3460,MD99-2227,,753.39,11832,,,Sea_Ice_conc,0-10,,ICE,sea@surface,ANN,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2227.deVernal.2013.html
PYT5ZVY7Z9S,MD99-2227.deVernal.2013,MarineSediment,"de Vernal, Anne ; Hillaire-Marcel, Claude ; Rochon, Andre ; Frechette, Bianca ; Henry, Maryse ; Solignac, Sandrine ; Bonnet, Sophie",2013,10.1016/j.quascirev.2013.07.006,,,,,58.2107,-48.373,3460,MD99-2227,,753.39,11832,,,productivity,gcm2,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2227.deVernal.2013.html
PYTVSHXEHWO,MD99-2227.deVernal.2013,MarineSediment,"de Vernal, Anne ; Hillaire-Marcel, Claude ; Rochon, Andre ; Frechette, Bianca ; Henry, Maryse ; Solignac, Sandrine ; Bonnet, Sophie",2013,10.1016/j.quascirev.2013.07.006,,,,,58.2107,-48.373,3460,MD99-2227,,753.39,11832,,,B,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2227.deVernal.2013.html
PYTOD9Z2SMD,MD99-2227.deVernal.2013,MarineSediment,"de Vernal, Anne ; Hillaire-Marcel, Claude ; Rochon, Andre ; Frechette, Bianca ; Henry, Maryse ; Solignac, Sandrine ; Bonnet, Sophie",2013,10.1016/j.quascirev.2013.07.006,,,,,58.2107,-48.373,3460,MD99-2227,,753.39,9847.5,dinocyst,,temperature,degC,,T,sea@surface,winter+summer,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2227.deVernal.2013.html
NAm2kHydro244,MD99-2256..2010,MarineSediment,"Olafsdottir, Saedis ; Jennings, Anne E. ; Geirsdottir, Aslaug ; Andrews, John ; Miller, Gifford H.",2010,10.1016/j.marmicro.2010.08.002,,,,,64.3032,-24.2067,246,MD99-2256,unassigned,-43,11333,foraminifera,,SBT,degC,; paleoData_proxy changed - was originally Foram,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2256..2010.html
LPD6e872195,MD99-2256.Jennings.2015,MarineSediment,"Jennings, Anne ; Andrews, John ; Pearce, Christof ; Wilson, Lindsay ; Olfasdotttir, Saedis",2015,10.1016/j.quascirev.2014.10.022,,,,https://doi.org/10.1594/PANGAEA.864059,64.3032,-24.2067,-247,MD99-2256,unassigned,181.22,12399,foraminifera,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2256.Jennings.2015.html
PYTBX955XJ2,MD99-2256.Olafsdottir.2010,MarineSediment,,2010,,,,,,64.3032,-24.2067,246,MD99-2256,,-43,11333,LOOKUP,,SBT,degC,,T,SBT,ANN,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2256.Olafsdottir.2010.html
PYTA48UQJ5R,MD99-2264.Olafsdottir.2010,MarineSediment,,2010,,,,,,66.679,-24.196,235,MD99-2264,,-24,11503,LOOKUP,,SBT,degC,,T,SBT,ANN,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2264.Olafsdottir.2010.html
LPD8d94d24a,MD99-2266.Moossen.2015,MarineSediment,"Moossen, Heiko ; Bendle, James ; Seki, Osamu ; Quillmann, Ursula ; Kawamura, Kimitaka",2015,10.1016/j.quascirev.2015.10.013,,,,https://www.ncdc.noaa.gov/paleo/study/20023,66.2295,-23.2655,-106,MD99-2269,unassigned,310,10744,alkenone,,temperature,degC,"Sea Surface Temperature from Uk'37,,0.44,degrees centigrade,,Climate Reconstructions,,UK'37 values were converted to SSTs using the calibration equation published by Conte et al. (2006),N",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2266.Moossen.2015.html
PYTRM8XIQ8J,MD99-2269.Justwan.2008,MarineSediment,"Justwan, Aurelie ; Koc, Nalan ; Jennings, Anne E.",2008,10.1016/j.quascirev.2008.05.006,,,,,66.85,-20.85,-365,MD99-2269,,-16.102,11477,LOOKUP,,temperature,degC,,T,sea@surface,8,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2269.Justwan.2008.html
PYTE06JD9X4,MD99-2284.Risebrobakken.2009,MarineSediment,"Meland, Marius Y. ; Jansen, Eystein ; Elderfield, Henry ; Dokken, Trond M. ; Olsen, Are ; Bellerby, Richard G. J.",2009,10.1029/2005GC001078,,,,,62.3667,0.9667,,MD99-2284,,998.294,11996.478,LOOKUP,,temperature,degC,,T,NST,ANN,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2284.Risebrobakken.2009.html
NAm2kHydro246,MD99-2317..2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,68.103,-27.8615,-536,MD99-2317,unassigned,1041.8,13504,,,massDry,g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2317..2011.html
LPD749f4bd3,MD99-2317..2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,68.103,-27.8615,-536,MD99-2317,unassigned,1041.8,13504,,,massDry_1mm,g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2317..2011.html
PYTMDYO5TUV,MD99-2322.Jennings.2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,67.1363,-30.8278,-714,MD99-2322,,183.17,11776,LOOKUP,,temperature,degC,,T,NST,,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2322.Jennings.2011.html
PYTQSL3KBPX,MD99-2322.Jennings.2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,67.1363,-30.8278,-714,MD99-2322,,196.53,11775.79,,,d18O,permil,,T,NST,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2322.Jennings.2011.html
PYTQD099UDM,MD99-2322.Jennings.2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,67.1363,-30.8278,-714,MD99-2322,,182.85,11789,,,mass dry,g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2322.Jennings.2011.html
PYT771EM9UF,MD99-2322.Jennings.2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,67.1363,-30.8278,-714,MD99-2322,,182.85,11789,,,mass dry >1mm,g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2322.Jennings.2011.html
PYTW39WWKRG,MD99-2322.Jennings.2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,67.1363,-30.8278,-714,MD99-2322,,182.85,11789,,,mass dry 106 to 1000 um,g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2322.Jennings.2011.html
PYTIQUKKKHX,MD99-2322.Jennings.2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,67.1363,-30.8278,-714,MD99-2322,,182.85,11789,,,mass dry 63 to 106 um,g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2322.Jennings.2011.html
PYTVZROGSLQ,MD99-2322.Jennings.2011,MarineSediment,"Jennings, A. ; Andrews, J. ; Wilson, L.",2011,10.1016/j.quascirev.2011.01.016,,,,,67.1363,-30.8278,-714,MD99-2322,,183.17,11789,,,carbonate,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD99-2322.Jennings.2011.html
GH0575962e,ME005A43JC,MarineSediment,"Benway, H. M. ; Mix, A. C. ; Haley, B. A. ; Klinkhammer, G. P.",2006,10.1029/2005PA001208,,,,,7.9,-83.6,-1368,ME005A-43JC,unassigned,492,15560,,G.ruber,Mg/Ca,mmol/mol,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/ME005A43JC.html
GH9aabd826,ME005A43JC,MarineSediment,"Benway, H. M. ; Mix, A. C. ; Haley, B. A. ; Klinkhammer, G. P.",2006,10.1029/2005PA001208,,,,,7.9,-83.6,-1368,ME005A-43JC,unassigned,492,15560,Mg/Ca,,temperature,degC,; paleoData_proxy changed - was originally MgCa,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/ME005A43JC.html
M2Lam6pemwhP,Medicine.Radle.1992,LakeSediment,,,,,,,,44.98,-97.35,519,,,0,12920.7,pollen,,temperature,degC,,T,air@surface,warmest month,,MAT,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Medicine.Radle.1992.html
M2Lx0cftmx7P,Medicine.Radle.1992,LakeSediment,,,,,,,,44.98,-97.35,519,,,0,12920.7,pollen,,temperature,degC,,T,air@surface,coldest month,,MAT,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Medicine.Radle.1992.html
